Timestamp,Fixation Index,Fixation Duration,SourceStimuliName,source_file_line,source_file_col
632297.0934,1865,74.9734,t7_eclipse (C_5.java),23,31
632605.4185,1866,266.61705,t7_eclipse (C_5.java),30,40
633121.9899,1867,358.25035,t7_eclipse (C_5.java),23,37
633563.6677,1868,266.64795,t7_eclipse (C_5.java),29,44
633855.2572,1869,333.2768,t7_eclipse (C_5.java),23,30
634230.1908,1870,183.3833,t7_eclipse (C_5.java),21,19
634563.5048,1871,241.6408,t7_eclipse (C_5.java),21,18
634855.1526,1872,133.32275,t7_eclipse (C_5.java),20,13
635038.4433,1873,283.3327,t7_eclipse (C_5.java),20,16
635730.0361,1874,183.3563,t7_eclipse (C_5.java),30,44
635955.0133,1875,300.00325,t7_eclipse (C_5.java),17,14
636338.3114,1876,91.63065,t7_eclipse (C_5.java),22,22
636496.7178,1877,66.61345,t7_eclipse (C_5.java),22,22
636596.6357,1878,166.6643,t7_eclipse (C_5.java),22,26
636788.3153,1879,233.30815,t7_eclipse (C_5.java),22,32
637038.2706,1880,166.6133,t7_eclipse (C_5.java),22,36
637221.6423,1881,83.38885,t7_eclipse (C_5.java),22,32
