fragment,Fixation Duration_mean,Fixation Duration_sum,Fixation Duration_max,Fixation Duration_min,Fixation Duration_median,Fixation Duration_std,Fixation Duration 250_mean,Fixation Duration 250_sum,Fixation Duration 250_max,Fixation Duration 250_min,Fixation Duration 250_median,Fixation Duration 250_std,Fixation Duration 500_mean,Fixation Duration 500_sum,Fixation Duration 500_max,Fixation Duration 500_min,Fixation Duration 500_median,Fixation Duration 500_std,Fixation Count_mean,Fixation Count_sum,Fixation Count_max,Fixation Count_min,Fixation Count_median,Fixation Count_std,Fixation Count 250_mean,Fixation Count 250_sum,Fixation Count 250_max,Fixation Count 250_min,Fixation Count 250_median,Fixation Count 250_std,Fixation Count 500_mean,Fixation Count 500_sum,Fixation Count 500_max,Fixation Count 500_min,Fixation Count 500_median,Fixation Count 500_std,fixation_NumberOfPupilPeaks_mean,fixation_NumberOfPupilPeaks_sum,fixation_NumberOfPupilPeaks_max,fixation_NumberOfPupilPeaks_min,fixation_NumberOfPupilPeaks_median,fixation_NumberOfPupilPeaks_std,fixation_PupilSize_mean_mean,fixation_PupilSize_mean_sum,fixation_PupilSize_mean_max,fixation_PupilSize_mean_min,fixation_PupilSize_mean_median,fixation_PupilSize_mean_std,fixation_PupilSize_median_mean,fixation_PupilSize_median_sum,fixation_PupilSize_median_max,fixation_PupilSize_median_min,fixation_PupilSize_median_median,fixation_PupilSize_median_std,fixation_PupilSize_max_mean,fixation_PupilSize_max_sum,fixation_PupilSize_max_max,fixation_PupilSize_max_min,fixation_PupilSize_max_median,fixation_PupilSize_max_std,fixation_PupilSize_min_mean,fixation_PupilSize_min_sum,fixation_PupilSize_min_max,fixation_PupilSize_min_min,fixation_PupilSize_min_median,fixation_PupilSize_min_std,fixation_PupilSize_std_mean,fixation_PupilSize_std_sum,fixation_PupilSize_std_max,fixation_PupilSize_std_min,fixation_PupilSize_std_median,fixation_PupilSize_std_std,fixation_PupilSize_sum_mean,fixation_PupilSize_sum_sum,fixation_PupilSize_sum_max,fixation_PupilSize_sum_min,fixation_PupilSize_sum_median,fixation_PupilSize_sum_std,fixation_PupilPeaksAmplitude_mean_mean,fixation_PupilPeaksAmplitude_mean_sum,fixation_PupilPeaksAmplitude_mean_max,fixation_PupilPeaksAmplitude_mean_min,fixation_PupilPeaksAmplitude_mean_median,fixation_PupilPeaksAmplitude_mean_std,fixation_PupilPeaksAmplitude_median_mean,fixation_PupilPeaksAmplitude_median_sum,fixation_PupilPeaksAmplitude_median_max,fixation_PupilPeaksAmplitude_median_min,fixation_PupilPeaksAmplitude_median_median,fixation_PupilPeaksAmplitude_median_std,fixation_PupilPeaksAmplitude_max_mean,fixation_PupilPeaksAmplitude_max_sum,fixation_PupilPeaksAmplitude_max_max,fixation_PupilPeaksAmplitude_max_min,fixation_PupilPeaksAmplitude_max_median,fixation_PupilPeaksAmplitude_max_std,fixation_PupilPeaksAmplitude_min_mean,fixation_PupilPeaksAmplitude_min_sum,fixation_PupilPeaksAmplitude_min_max,fixation_PupilPeaksAmplitude_min_min,fixation_PupilPeaksAmplitude_min_median,fixation_PupilPeaksAmplitude_min_std,fixation_PupilPeaksAmplitude_std_mean,fixation_PupilPeaksAmplitude_std_sum,fixation_PupilPeaksAmplitude_std_max,fixation_PupilPeaksAmplitude_std_min,fixation_PupilPeaksAmplitude_std_median,fixation_PupilPeaksAmplitude_std_std,fixation_PupilPeaksAmplitude_sum_mean,fixation_PupilPeaksAmplitude_sum_sum,fixation_PupilPeaksAmplitude_sum_max,fixation_PupilPeaksAmplitude_sum_min,fixation_PupilPeaksAmplitude_sum_median,fixation_PupilPeaksAmplitude_sum_std,IsfixationInSpatialCluster_mean,IsfixationInSpatialCluster_sum,IsfixationInSpatialCluster_max,IsfixationInSpatialCluster_min,IsfixationInSpatialCluster_median,IsfixationInSpatialCluster_std,IsfixationInSpatialTemporalCluster_mean,IsfixationInSpatialTemporalCluster_sum,IsfixationInSpatialTemporalCluster_max,IsfixationInSpatialTemporalCluster_min,IsfixationInSpatialTemporalCluster_median,IsfixationInSpatialTemporalCluster_std,Spacecluster_countUniqueClusters,SpaceTimeCluster_countUniqueClusters,non-horizontal saccade_mean,non-horizontal saccade_sum,non-horizontal saccade_max,non-horizontal saccade_min,non-horizontal saccade_median,non-horizontal saccade_std,horizontal saccade_mean,horizontal saccade_sum,horizontal saccade_max,horizontal saccade_min,horizontal saccade_median,horizontal saccade_std,no saccade_mean,no saccade_sum,no saccade_max,no saccade_min,no saccade_median,no saccade_std,saccadic amplitude_mean,saccadic amplitude_sum,saccadic amplitude_max,saccadic amplitude_min,saccadic amplitude_median,saccadic amplitude_std,Sub-scanAverageWeightedDegree_mean,Sub-scanAverageWeightedDegree_sum,Sub-scanAverageWeightedDegree_max,Sub-scanAverageWeightedDegree_min,Sub-scanAverageWeightedDegree_median,Sub-scanAverageWeightedDegree_std,Sub-scanNtranstions_mean,Sub-scanNtranstions_sum,Sub-scanNtranstions_max,Sub-scanNtranstions_min,Sub-scanNtranstions_median,Sub-scanNtranstions_std,Sub-scanNUniqueVisits_mean,Sub-scanNUniqueVisits_sum,Sub-scanNUniqueVisits_max,Sub-scanNUniqueVisits_min,Sub-scanNUniqueVisits_median,Sub-scanNUniqueVisits_std,Sub-scanDensity_mean,Sub-scanDensity_sum,Sub-scanDensity_max,Sub-scanDensity_min,Sub-scanDensity_median,Sub-scanDensity_std,Sub-scanEntropy_mean,Sub-scanEntropy_sum,Sub-scanEntropy_max,Sub-scanEntropy_min,Sub-scanEntropy_median,Sub-scanEntropy_std,label_fragmentHighlighted_,participant,task
array list definition,199.9759,199.9759,199.9759,199.9759,199.9759,,,0,,,,,,0,,,,,1,1,1,1,1,,0,0,0,0,0,,0,0,0,0,0,,2,2,2,2,2,,0.920323712,0.920323712,0.920323712,0.920323712,0.920323712,,0.919779892,0.919779892,0.919779892,0.919779892,0.919779892,,1.007579694,1.007579694,1.007579694,1.007579694,1.007579694,,0.819744825,0.819744825,0.819744825,0.819744825,0.819744825,,0.061571405,0.061571405,0.061571405,0.061571405,0.061571405,,77.30719183,77.30719183,77.30719183,77.30719183,77.30719183,,0.167942628,0.167942628,0.167942628,0.167942628,0.167942628,,0.167942628,0.167942628,0.167942628,0.167942628,0.167942628,,0.231370135,0.231370135,0.231370135,0.231370135,0.231370135,,0.104515122,0.104515122,0.104515122,0.104515122,0.104515122,,0.08970004,0.08970004,0.08970004,0.08970004,0.08970004,,0.335885256,0.335885256,0.335885256,0.335885256,0.335885256,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,2,2,2,2,2,,6,6,6,6,6,,6,6,6,6,6,,1,1,1,1,1,,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,,0,20.11,t3_eclipse (C_1.java)
graphics draw part1,230.8667382,3924.73455,574.9539,100.0324,216.6298,107.473129,348.32137,1741.60685,574.9539,266.66915,316.64085,129.1312012,574.9539,574.9539,574.9539,574.9539,574.9539,,1,17,1,1,1,0,0.294117647,5,1,0,0,0.469668218,0.058823529,1,1,0,0,0.242535625,1.529411765,26,3,0,2,0.874474632,0.946031268,16.08253155,1.090704491,0.770649001,0.964670115,0.08196189,0.959358168,16.30908886,1.126810349,0.811036124,0.957090526,0.090535845,1.062883151,18.06901357,1.198958654,0.984411959,1.071087731,0.059900901,0.782569364,13.30367919,1.002069278,0.310907186,0.862991358,0.207394505,0.095288027,1.619896464,0.313312955,0.021221594,0.069785809,0.0907051,79.63875216,1353.858787,92.70988177,64.73451607,81.03228968,6.975774683,0.159071688,2.386075316,0.888051468,0.004253139,0.058839835,0.273062055,0.155856907,2.337853609,0.888051468,0.000986319,0.058839835,0.274718155,0.187292178,2.809382677,0.888051468,0.004540304,0.115814448,0.265300481,0.134065978,2.010989664,0.888051468,5.11E-06,0.004540304,0.283678094,0.059621784,0.536596059,0.137568006,0.000406113,0.072970244,0.05051905,0.168973786,2.872554359,0.888051468,0,0.07560682,0.254399499,0.294117647,5,1,0,0,0.469668218,0.117647059,2,1,0,0,0.332105582,1,1,0.823529412,14,1,0,1,0.392952624,0.176470588,3,1,0,0,0.392952624,0,0,0,0,0,0,7.56131722,128.5423927,34.0147027,1,4,8.635139664,2.21372549,37.63333333,2.8,1.333333333,2,0.538395098,5.235294118,89,7,2,5,1.640480561,4.823529412,82,7,3,5,1.42457424,1.106862745,18.81666667,1.4,0.666666667,1,0.269197549,2.182353887,37.10001608,2.807354922,1,2.321928095,0.523848353,0,20.11,t3_eclipse (C_1.java)
graphics draw part2,167.475335,1674.75335,233.3287,74.9582,183.30015,49.76527475,,0,,,,,,0,,,,,1,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,11,2,0,1,0.737864787,0.960654146,9.606541463,1.069150353,0.848260604,0.969803395,0.092474932,1.000767255,10.00767255,1.086218735,0.870608148,1.034497084,0.08813908,1.09896978,10.9896978,1.163920821,1.01229835,1.103378341,0.050885983,0.758013209,7.580132093,1.044640294,0.429980267,0.838077305,0.233278218,0.122508202,1.22508202,0.248053459,0.010026576,0.075304986,0.095703365,80.88606877,808.8606877,89.80862966,71.25389076,81.46348517,7.777293883,0.196509801,1.572078404,0.642490195,0.000495713,0.029909888,0.284716957,0.196509801,1.572078404,0.642490195,0.000495713,0.029909888,0.284716957,0.201201033,1.609608263,0.642490195,0.000986319,0.048285932,0.282071071,0.191818568,1.534548545,0.642490195,5.11E-06,0.011533844,0.287922056,0.017691745,0.053075236,0.051975301,0.000406113,0.000693822,0.029690779,0.161865438,1.618654384,0.642490195,0,0.013249463,0.262397993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,8,1,0,1,0.421637021,0.2,2,1,0,0,0.421637021,0,0,0,0,0,0,5.998688289,59.98688289,20.61552813,1,3.802775638,6.617799132,1.94,19.4,2.8,1.5,1.8,0.497102717,5,50,7,3,4.5,1.632993162,5.1,51,7,4,5,0.875595036,0.97,9.7,1.4,0.75,0.9,0.248551358,2.192745179,21.92745179,2.807354922,1.584962501,2.160964047,0.423590986,0,20.11,t3_eclipse (C_1.java)
graphics draw with index call,228.8807062,7324.1826,583.2628,108.31955,212.48715,96.10154775,344.3967889,3099.5711,583.2628,258.2936,283.31405,101.9707886,583.2628,583.2628,583.2628,583.2628,583.2628,,1,32,1,1,1,0,0.28125,9,1,0,0,0.456803409,0.03125,1,1,0,0,0.176776695,1.40625,45,3,1,1,0.559917909,0.961886874,30.78037997,1.110075606,0.810358293,0.983672146,0.088712725,0.981638459,31.41243069,1.133115203,0.824222768,1.006572685,0.085095864,1.064984644,34.07950861,1.198958654,0.933095168,1.048209825,0.062733986,0.805440504,25.77409613,1.084829261,0.310907186,0.872913541,0.19832835,0.082782665,2.649045288,0.243687004,0.005006885,0.055672983,0.06846284,80.98036255,2591.371601,94.35642652,68.07009664,82.62846028,7.503689627,0.228238282,7.303625034,0.888051468,0.00199417,0.094697591,0.282133026,0.227884573,7.292306334,0.888051468,0.00199417,0.094697591,0.282345753,0.244655819,7.828986192,0.888051468,0.00199417,0.142106377,0.27482262,0.212174456,6.789582577,0.888051468,9.58E-06,0.063225872,0.291339085,0.058736151,0.704833813,0.105236658,0.005769791,0.068653863,0.031673632,0.256228879,8.199324116,0.888051468,0.00199417,0.1710061,0.272836597,0.1875,6,1,0,0,0.396557769,0.0625,2,1,0,0,0.245934688,1,1,0.5625,18,1,0,1,0.504016129,0.40625,13,1,0,0,0.498990917,0.03125,1,1,0,0,0.176776695,7.781796258,249.0174802,31.01612484,0,5,7.364248213,1.780654762,56.98095238,2.666666667,1.333333333,1.6,0.3593021,4.03125,129,7,2,4,1.204410577,4.5625,146,7,3,4.5,1.162241994,0.890327381,28.49047619,1.333333333,0.666666667,0.8,0.17965105,1.952272469,62.47271902,2.807354922,1,2,0.416028423,1,20.11,t3_eclipse (C_1.java)
index function,198.4425126,79575.44755,824.8668,66.6397,183.34725,82.50094507,333.1780688,22989.28675,824.8668,258.2425,308.3199,86.79611467,704.078125,1408.15625,824.8668,583.28945,704.078125,170.8209824,1,401,1,1,1,0,0.172069825,69,1,0,0,0.377912629,0.004987531,2,1,0,0,0.070534122,1.346633416,540,6,0,1,0.840859612,0.919909544,368.8837273,1.092833421,0.571295581,0.960326572,0.109752876,0.946773581,379.6562058,1.095605374,0.582564807,0.971886396,0.095658154,1.044909995,419.0089081,1.173819244,0.833220488,1.04659975,0.052792982,0.720961143,289.1054185,1.084829261,0.195404923,0.843196513,0.251318013,0.105647568,42.36467467,0.316531622,0.00287992,0.063674022,0.087214633,77.3982825,31036.71128,92.8908408,48.56012439,80.74477861,9.223232181,0.214506095,78.2947246,0.885199858,1.80E-05,0.114217952,0.249345623,0.209763092,76.56352859,0.885199858,1.73E-05,0.103380059,0.251728772,0.256640351,93.67372811,0.885199858,1.80E-05,0.143318258,0.273173257,0.179921472,65.67133723,0.885199858,8.41E-06,0.056590888,0.257516948,0.140167973,18.50217243,0.533404812,0.000147201,0.074648588,0.165690929,0.240187761,96.31529223,1.02432699,0,0.128980377,0.274231892,0.10723192,43,1,0,0,0.309794397,0.034912718,14,1,0,0,0.183788071,6,6,0.533665835,214,1,0,1,0.499488516,0.448877805,180,1,0,0,0.498000991,0.017456359,7,1,0,0,0.131127853,6.386524852,2560.996466,30.01666204,0,5,5.505708952,1.86313977,747.1190476,4,0,1.6,0.74540425,3.526184539,1414,6,0,4,1.576368503,3.705735661,1486,7,0,4,1.26814511,0.948120619,373.5595238,2,0.5,0.8,0.354470057,1.61039278,634.4947553,2.584962501,0,1.918295834,0.711541744,1,20.11,t3_eclipse (C_1.java)
objects declaration,300.6804108,24956.4741,1391.5152,66.6581,233.35165,240.1322869,475.1919361,17106.9097,1391.5152,258.28085,358.291725,275.5348725,789.3120409,8682.43245,1391.5152,516.63065,691.5953,309.1558867,1,83,1,1,1,0,0.43373494,36,1,0,0,0.498602219,0.13253012,11,1,0,0,0.341127411,1.457831325,121,3,0,1,0.720792329,0.953735858,79.16007624,1.103897619,0.590800854,0.967954129,0.104735537,0.970803711,80.57670805,1.116597598,0.565656888,0.983268792,0.106362797,1.077670639,89.44666302,1.152282921,0.939590882,1.072579164,0.042062317,0.773362136,64.18905728,1.081125959,0.353454914,0.8405549,0.219123667,0.097387155,8.083133903,0.275669919,0.004193885,0.074138257,0.075083193,80.17459676,6654.491531,92.72740004,49.62727177,81.30814684,8.835873223,0.17868603,13.9375103,0.899692034,5.26E-05,0.104390013,0.200757173,0.172932735,13.48875334,0.899692034,5.26E-05,0.082625385,0.203363123,0.232073395,18.10172483,0.899692034,9.98E-05,0.132366146,0.247206057,0.131051958,10.22205275,0.899692034,3.56E-06,0.05047689,0.203243088,0.145192967,5.372139774,0.59670313,6.68E-05,0.070920669,0.179300747,0.223985501,18.59079656,0.955518409,0,0.130839639,0.249836779,0.397590361,33,1,0,0,0.492375007,0.156626506,13,1,0,0,0.3656577,5,5,0.722891566,60,1,0,1,0.450291315,0.253012048,21,1,0,0,0.437380604,0.024096386,2,1,0,0,0.154280677,5.858696905,486.2718431,43.93176527,0,3,7.499659063,1.706196213,141.6142857,2.666666667,0,1.6,0.505690058,3.795180723,315,6,0,3,1.730353384,4.21686747,350,7,0,4,1.465440854,0.874162257,70.80714286,1.333333333,0.5,0.8,0.216529951,1.7684782,143.2467342,2.584962501,0,1.584962501,0.738562683,0,20.11,t3_eclipse (C_1.java)
question,176.2695365,4583.00795,249.95925,116.64335,166.643325,39.20267973,,0,,,,,,0,,,,,1,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461538462,38,3,0,1,0.76056659,1.002298643,26.05976472,1.141754595,0.701828251,1.013147225,0.107910651,1.013596595,26.35351146,1.142199908,0.710413714,1.025038781,0.103469388,1.077268682,28.00898574,1.146472686,0.958947193,1.087583499,0.056671185,0.886652219,23.05295768,1.135847314,0.377671233,0.888696761,0.197246965,0.059843743,1.555937312,0.227905754,0.003450712,0.051635411,0.053420985,84.35702197,2193.282571,97.0491406,58.95357308,85.1043669,9.178695077,0.160501283,4.012532073,0.621754028,0.000510158,0.092081613,0.169318435,0.153177542,3.829438562,0.621754028,0.000510158,0.092081613,0.174863135,0.201397161,5.034929027,0.621754028,0.000510158,0.184145791,0.18836834,0.126929145,3.173228631,0.621754028,1.74E-05,0.055938324,0.17381827,0.124313465,1.243134651,0.427397468,0.001990207,0.107083521,0.11971142,0.210988278,5.48569522,0.63907676,0,0.184418306,0.197869172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192307692,5,1,0,0,0.401918476,0.807692308,21,1,0,1,0.401918476,0,0,0,0,0,0,12.5320882,325.8342933,36,1,12,8.308106635,0.994139194,25.84761905,2,0,1.333333333,0.693794075,1.961538462,51,7,0,2,1.84349167,2.615384615,68,7,0,3,2.118054259,0.717989418,12.92380952,1,0.666666667,0.666666667,0.094965374,1.355128746,24.39231742,2.807354922,1,1,0.618753124,0,20.11,t3_eclipse (C_1.java)
array list definition,167.9433808,2183.26395,274.9745,66.65015,174.9956,64.80563109,262.504675,525.00935,274.9745,250.03485,262.504675,17.63499564,,0,,,,,1,13,1,1,1,0,0.153846154,2,1,0,0,0.375533808,0,0,0,0,0,0,1.461538462,19,2,1,1,0.518874522,0.929610302,12.08493392,1.036848999,0.74677871,0.945274302,0.089253676,0.939829641,12.21778534,1.056600256,0.780990762,0.923912499,0.075564266,1.053445805,13.69479547,1.116391696,0.989349799,1.061082548,0.041897842,0.790023571,10.27030643,0.940580002,0.40230481,0.851944601,0.182377762,0.088059522,1.144773792,0.217014169,0.021659473,0.069196342,0.06072716,78.21443423,1016.787645,87.09531592,63.47619037,79.40304137,7.355355183,0.121708792,1.582214292,0.66810146,0.000891354,0.073004175,0.18104415,0.121708792,1.582214292,0.66810146,0.000891354,0.073004175,0.18104415,0.14400832,1.872108154,0.66810146,0.000891354,0.092883794,0.183899805,0.099409264,1.292320429,0.66810146,0.000891354,0.029113025,0.187799736,0.068328639,0.409971832,0.160325972,0.002663245,0.0419967,0.073923076,0.151187996,1.965443947,0.66810146,0.000891354,0.109484502,0.183140434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615384615,8,1,0,1,0.506369684,0.384615385,5,1,0,0,0.506369684,0,0,0,0,0,0,11.34380277,147.469436,25,2,11.18033989,6.25923187,1.907692308,24.8,2,1.6,2,0.175411604,3.846153846,50,4,3,4,0.375533808,4.076923077,53,5,3,4,0.640512615,0.953846154,12.4,1,0.8,1,0.087705802,1.936148077,25.169925,2,1.584962501,2,0.155860613,0,20.11,t8_eclipse (C_6.java)
for loop,247.2852365,55144.60775,1258.2597,66.58775,208.30355,157.8487682,420.9112243,29463.7857,1258.2597,250.02455,399.909525,174.3760215,724.1575636,7965.7332,1258.2597,516.60995,649.91135,236.1414792,1,223,1,1,1,0,0.313901345,70,1,0,0,0.465120859,0.049327354,11,1,0,0,0.217037788,1.179372197,263,5,0,1,0.639626552,0.931884613,207.8102687,1.126736757,0.686121297,0.944792875,0.104865584,0.962255879,214.5830611,1.135125556,0.709322862,0.979703355,0.096371653,1.06761975,238.0792043,1.212904754,0.84400593,1.07210813,0.062499532,0.700552738,156.2232606,1.087548343,0.271641405,0.771811864,0.248256075,0.118430586,26.41002062,0.309851179,0.002114768,0.08606765,0.089789412,78.389039,17480.7557,95.77262435,57.63418893,79.55010418,8.811629598,0.259606272,53.47889206,0.876583057,1.02E-06,0.117318339,0.275935418,0.257907153,53.12887343,0.876583057,1.02E-06,0.11680722,0.276849924,0.284648371,58.63756451,0.876583057,1.02E-06,0.142580888,0.28829587,0.236265834,48.67076179,0.876583057,1.02E-06,0.11005459,0.283354146,0.143510904,6.888523377,0.536664367,0.000622764,0.07249786,0.173094168,0.269174973,60.02601908,0.876583057,0,0.123014629,0.290753494,0.251121076,56,1,0,0,0.434633633,0.080717489,18,1,0,0,0.273013589,5,8,0.717488789,160,1,0,1,0.451233513,0.251121076,56,1,0,0,0.434633633,0.031390135,7,1,0,0,0.174761988,4.571010736,1019.335394,22.8035085,0,3.16227766,3.83535413,1.988789238,443.5,4,0,2,0.677907396,3.780269058,843,6,0,4,1.305278928,3.856502242,860,6,0,4,1.218121563,0.998873874,221.75,2,0.5,1,0.33303906,1.72071978,381.9997912,2.584962501,0,2,0.652064129,1,20.11,t8_eclipse (C_6.java)
object declaration,193.9245591,2133.17015,308.262,125.00745,166.6915,60.08528813,287.456025,574.91205,308.262,266.65005,287.456025,29.42409202,,0,,,,,1,11,1,1,1,0,0.181818182,2,1,0,0,0.404519917,0,0,0,0,0,0,1.272727273,14,2,1,1,0.467099366,0.939028619,10.32931481,1.065127248,0.663100481,0.984483452,0.12203892,0.971815961,10.68997557,1.067121617,0.729088146,0.997456687,0.096322709,1.073000019,11.80300021,1.116391696,1.035701569,1.07710884,0.02383966,0.747408675,8.221495422,1.048630134,0.34073421,0.925170391,0.274739944,0.098132666,1.079459328,0.212471013,0.008393102,0.059027417,0.080533705,78.95374057,868.4911462,89.47068886,55.70044038,82.69660997,10.17914383,0.139765692,1.537422614,0.603649333,3.04E-06,0.083855793,0.184951671,0.139765692,1.537422614,0.603649333,3.04E-06,0.083855793,0.184951671,0.16964941,1.866143506,0.66810146,3.04E-06,0.083855793,0.234755084,0.109881975,1.208701722,0.603649333,2.40E-06,0.076086275,0.168971519,0.154960515,0.464881544,0.413124073,0.018574113,0.033183358,0.223695495,0.184189816,2.026087971,0.751957253,3.04E-06,0.083855793,0.25260517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636,7,1,0,1,0.504524979,0.363636364,4,1,0,0,0.504524979,0,0,0,0,0,0,5.536221501,60.89843652,12.16552506,2.236067977,4,3.175732457,1.842424242,20.26666667,2,1,2,0.315908183,3.272727273,36,5,1,3,1.009049958,3.545454545,39,6,2,3,1.12815215,0.921212121,10.13333333,1,0.5,1,0.157954091,1.621063918,17.8317031,2.321928095,0,1.584962501,0.596460926,0,20.11,t8_eclipse (C_6.java)
other,141.652,566.608,183.3043,124.9979,129.1529,28.04287695,,0,,,,,,0,,,,,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,5,2,1,1,0.5,0.95193088,3.807723521,1.00441749,0.836713409,0.983296311,0.077536997,0.989269081,3.957076324,1.031296491,0.886907521,1.019436156,0.06915112,1.073399249,4.293596994,1.085691538,1.054117046,1.076894205,0.013507198,0.744648311,2.978593246,0.845501291,0.512229891,0.810431032,0.156010008,0.117841919,0.471367676,0.202248777,0.074395958,0.09736147,0.057306032,79.96219393,319.8487757,84.37106914,70.28392639,82.59689011,6.513107719,0.151380783,0.605523131,0.231392915,1.12E-05,0.187059486,0.109226864,0.151380783,0.605523131,0.231392915,1.12E-05,0.187059486,0.109226864,0.186839458,0.747357834,0.284560759,1.12E-05,0.231392915,0.127048882,0.115922107,0.463688429,0.231392915,1.12E-05,0.116142134,0.133334688,0.20058456,0.20058456,0.20058456,0.20058456,0.20058456,,0.187062297,0.748249188,0.285452114,1.12E-05,0.231392915,0.127277989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,1,0,0.5,0.577350269,0.25,1,1,0,0,0.5,0,0,0,0,0,0,6.465518532,25.86207413,16.76305461,0,4.549509757,7.20620752,2.5,10,4,2,2,1,4.5,18,6,4,4,1,3.75,15,4,3,4,0.5,1.25,5,2,1,1,0.5,1.864786979,7.459147917,2,1.459147917,2,0.270426041,0,20.11,t8_eclipse (C_6.java)
question,161.09477,2416.42155,249.96845,75.0331,166.62995,45.48902646,,0,,,,,,0,,,,,1,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,25,5,1,1,1.2344268,1.013000878,15.19501316,1.073064943,0.917541549,1.034905785,0.051705849,1.032099587,15.48149381,1.075182268,0.919863316,1.060605662,0.051923492,1.093384892,16.40077338,1.109070767,1.069019235,1.101784655,0.015260499,0.898324612,13.47486919,1.038868343,0.761589921,0.928516934,0.112332548,0.06913316,1.036997398,0.136019915,0.007909275,0.048231912,0.045727059,85.16248036,1277.437205,90.13745521,77.0734901,86.93208592,4.414151544,0.229210658,3.438159863,0.613168529,0.000337615,0.205646402,0.202978671,0.227918898,3.418783469,0.613168529,0.000337615,0.205646402,0.204461582,0.260642531,3.909637959,0.613168529,0.000673059,0.321370282,0.220098428,0.201674589,3.025118837,0.613168529,2.17E-06,0.098251484,0.207058028,0.119908028,0.599540141,0.364101335,0.000474389,0.043757721,0.15729806,0.272066769,4.08100154,0.711420013,0.00067523,0.321370282,0.23461298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,2,1,0,0,0.351865775,0.866666667,13,1,0,1,0.351865775,0,0,0,0,0,0,10.90819349,163.6229023,23,3,10.81665383,6.012901147,1.293333333,19.4,1.666666667,1,1.333333333,0.272321006,2.333333333,35,5,1,2,1.447493729,3.333333333,50,6,2,3,1.447493729,0.646666667,9.7,0.833333333,0.5,0.666666667,0.136160503,0.954795206,14.32192809,2.321928095,0,1,0.914831826,0,20.11,t8_eclipse (C_6.java)
while loop,191.265183,8415.66805,400.01655,74.9957,183.271225,66.09644451,313.0595714,2191.417,400.01655,266.6632,300.0144,45.10562391,,0,,,,,1,44,1,1,1,0,0.159090909,7,1,0,0,0.369989429,0,0,0,0,0,0,1.386363636,61,3,0,1,0.618170936,0.895528173,39.40323962,1.090526654,0.704695752,0.92740518,0.112609086,0.927850817,40.82543597,1.135449259,0.740638976,0.946453909,0.098574327,1.035636965,45.56802647,1.167397638,0.919140664,1.035274454,0.0592474,0.677095664,29.79220922,1.034044449,0.351644234,0.722202963,0.230425626,0.114999573,5.059981191,0.287511591,0.022948925,0.079585367,0.079712379,75.36271443,3315.959435,91.60423894,59.52677666,77.90203509,9.447064697,0.229947342,9.657788367,0.743466134,0.000467436,0.104437391,0.232886773,0.22991066,9.656247715,0.743466134,2.20E-05,0.104437391,0.232923742,0.293021682,12.30691065,0.743466134,0.000896074,0.19009863,0.271165656,0.166909684,7.010206737,0.743466134,1.53E-05,0.082441334,0.244344851,0.208040661,3.744731894,0.470800614,0.000606185,0.183858352,0.183255366,0.286298271,12.59712393,0.758624732,0,0.15297142,0.28003974,0,0,0,0,0,0,0.045454545,2,1,0,0,0.210707055,0,1,0.5,22,1,0,0.5,0.505780539,0.477272727,21,1,0,0,0.505257768,0.022727273,1,1,0,0,0.150755672,7.746418661,340.8424211,24.16609195,0,6.854101966,5.421086969,1.946969697,85.66666667,3.333333333,1,2,0.777404353,3.181818182,140,5,1,3,1.385518579,3.25,143,6,2,3,0.781322671,0.973484848,42.83333333,1.666666667,0.5,1,0.388702177,1.363333939,59.98669333,2.321928095,0,1.521928095,0.530863505,0,20.11,t8_eclipse (C_6.java)
