,importance,feature,round
fixation_PupilSize_median_sum,0.0289432093258581,fixation_PupilSize_median_sum,6;63
Sub-scanAverageWeightedDegree_sum,0.0259816913990022,Sub-scanAverageWeightedDegree_sum,6;63
fixation_PupilPeaksAmplitude_sum_sum,0.0255401460765921,fixation_PupilPeaksAmplitude_sum_sum,6;63
Fixation Count 250_sum,0.0216459359838176,Fixation Count 250_sum,6;63
Fixation Count_sum,0.019547593183595,Fixation Count_sum,6;63
Fixation Duration_sum,0.0195358754776965,Fixation Duration_sum,6;63
Sub-scanEntropy_sum,0.0135063111426699,Sub-scanEntropy_sum,6;63
Sub-scanDensity_sum,0.0079199311412515,Sub-scanDensity_sum,6;63
IsfixationInSpatialTemporalCluster_sum,0.005543951798876,IsfixationInSpatialTemporalCluster_sum,6;63
horizontal saccade_sum,0.0025987274057231,horizontal saccade_sum,6;63
fixation_PupilSize_max_sum,0.2176800838489397,fixation_PupilSize_max_sum,7;63
Sub-scanNUniqueVisits_mean,0.100547237325702,Sub-scanNUniqueVisits_mean,7;63
Fixation Count 250_mean,0.0901513025194097,Fixation Count 250_mean,7;63
Sub-scanEntropy_mean,0.0698568568562223,Sub-scanEntropy_mean,7;63
non-horizontal saccade_sum,0.0698015491263109,non-horizontal saccade_sum,7;63
horizontal saccade_sum,0.0668753510303755,horizontal saccade_sum,7;63
saccadic amplitude_sum,0.0617496687417189,saccadic amplitude_sum,7;63
fixation_NumberOfPupilPeaks_sum,0.0599785046403632,fixation_NumberOfPupilPeaks_sum,7;63
fixation_PupilPeaksAmplitude_sum_sum,0.0598975073885454,fixation_PupilPeaksAmplitude_sum_sum,7;63
Fixation Duration_sum,0.0498178910833531,Fixation Duration_sum,7;63
Sub-scanAverageWeightedDegree_sum,0.0442326937216416,Sub-scanAverageWeightedDegree_sum,7;63
fixation_PupilPeaksAmplitude_mean_sum,0.0287442974934617,fixation_PupilPeaksAmplitude_mean_sum,7;63
fixation_PupilSize_sum_sum,0.0247296756251338,fixation_PupilSize_sum_sum,7;63
fixation_PupilSize_std_sum,0.0194011078244088,fixation_PupilSize_std_sum,7;63
fixation_PupilPeaksAmplitude_max_sum,0.0087188815653293,fixation_PupilPeaksAmplitude_max_sum,7;63
Sub-scanNtranstions_min,0.0077195136919571,Sub-scanNtranstions_min,7;63
Sub-scanDensity_sum,0.0075555720346025,Sub-scanDensity_sum,7;63
Fixation Count_sum,0.0071849213310183,Fixation Count_sum,7;63
fixation_PupilSize_median_sum,0.0053573841515054,fixation_PupilSize_median_sum,7;63
fixation_PupilSize_mean_sum,0.0,fixation_PupilSize_mean_sum,7;63
fixation_PupilSize_std_sum,0.2116078763638531,fixation_PupilSize_std_sum,8;63
fixation_PupilSize_max_sum,0.0847682015468068,fixation_PupilSize_max_sum,8;63
horizontal saccade_sum,0.0842075774934145,horizontal saccade_sum,8;63
fixation_PupilPeaksAmplitude_std_std,0.0823168332206558,fixation_PupilPeaksAmplitude_std_std,8;63
fixation_PupilPeaksAmplitude_std_sum,0.0660075768290852,fixation_PupilPeaksAmplitude_std_sum,8;63
saccadic amplitude_sum,0.0658412307601617,saccadic amplitude_sum,8;63
Sub-scanEntropy_sum,0.0606811660130962,Sub-scanEntropy_sum,8;63
Sub-scanNUniqueVisits_sum,0.0411968909603771,Sub-scanNUniqueVisits_sum,8;63
fixation_PupilPeaksAmplitude_median_sum,0.0405016556332377,fixation_PupilPeaksAmplitude_median_sum,8;63
Sub-scanAverageWeightedDegree_sum,0.0380947681997835,Sub-scanAverageWeightedDegree_sum,8;63
Sub-scanDensity_sum,0.0360578139532021,Sub-scanDensity_sum,8;63
fixation_PupilPeaksAmplitude_max_sum,0.0308362179769092,fixation_PupilPeaksAmplitude_max_sum,8;63
Fixation Count 500_std,0.0302345953952205,Fixation Count 500_std,8;63
fixation_PupilSize_median_sum,0.0275486976977811,fixation_PupilSize_median_sum,8;63
fixation_PupilSize_min_sum,0.0246887280640744,fixation_PupilSize_min_sum,8;63
